day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;0;ASH_COATED_OSMIUM;9992;12;9990;30;;;10008;12;10010;30;;;10000.0;0.0
-1;0;HYDROGEL_PACK;9971;11;9969;22;;;9987;11;9990;22;;;9979.0;0.0
-1;0;INTARIAN_PEPPER_ROOT;13093;11;13090;17;;;13107;11;13110;17;;;13100.0;0.0
-1;0;VELVETFRUIT_EXTRACT;5259;45;;;;;5265;56;5266;39;;;5262.0;0.0
-1;0;VEV_4000;1252;13;1249;22;;;1273;13;1276;22;;;1262.5;0.0
-1;0;VEV_4500;754;6;752;21;;;770;6;772;21;;;762.0;0.0
-1;0;VEV_5000;263;6;262;16;;;269;8;270;14;;;266.0;0.0
-1;0;VEV_5100;173;20;;;;;177;6;178;24;;;175.0;0.0
-1;0;VEV_5200;100;31;99;16;;;102;6;103;21;;;101.0;0.0
-1;0;VEV_5300;49;28;;;;;;;;;;;49.0;0.0
-1;0;VEV_5400;16;6;15;19;;;;;;;;;16.0;0.0
-1;0;VEV_5500;6;22;;;;;7;22;;;;;6.5;0.0
-1;0;VEV_6000;0;28;;;;;1;28;;;;;0.5;0.0
-1;0;VEV_6500;0;14;;;;;1;14;;;;;0.5;0.0
-1;100;ASH_COATED_OSMIUM;9992;11;9989;27;;;10010;27;;;;;10001.0;0.0
-1;100;HYDROGEL_PACK;9972;11;9969;28;;;9988;11;9990;28;;;9980.0;0.0
-1;100;INTARIAN_PEPPER_ROOT;13090;19;;;;;13107;8;13110;19;;;13098.5;0.0
-1;100;VELVETFRUIT_EXTRACT;5260;36;;;;;5266;17;;;;;5263.0;0.0
-1;100;VEV_4000;1253;11;1251;21;;;1274;11;1277;21;;;1263.5;0.0
-1;100;VEV_4500;756;7;754;12;;;772;7;774;12;;;764.0;0.0
-1;100;VEV_5000;262;11;;;;;268;12;269;12;;;265.0;0.0
-1;100;VEV_5100;173;29;172;16;;;;;;;;;173.0;0.0
-1;100;VEV_5200;100;27;;;;;104;19;;;;;102.0;0.0
-1;100;VEV_5300;49;22;;;;;51;22;;;;;50.0;0.0
-1;100;VEV_5400;15;21;;;;;17;21;;;;;16.0;0.0
-1;100;VEV_5500;6;27;;;;;7;18;;;;;6.5;0.0
-1;100;VEV_6000;0;23;;;;;1;23;;;;;0.5;0.0
-1;100;VEV_6500;0;10;;;;;1;10;;;;;0.5;0.0
-1;200;ASH_COATED_OSMIUM;9992;15;9990;24;;;10008;15;10011;24;;;10000.0;0.0
-1;200;HYDROGEL_PACK;9971;12;9968;30;;;9987;12;9989;30;;;9979.0;0.0
-1;200;INTARIAN_PEPPER_ROOT;13097;7;13093;11;;;13107;11;13111;16;;;13102.0;0.0
-1;200;VELVETFRUIT_EXTRACT;5259;41;;;;;5265;34;;;;;5262.0;0.0
-1;200;VEV_4000;1253;13;1251;19;;;1274;13;1277;19;;;1263.5;0.0
-1;200;VEV_4500;757;12;755;21;;;773;12;775;21;;;765.0;0.0
-1;200;VEV_5000;261;23;;;;;;;;;;;261.0;0.0
-1;200;VEV_5100;;;;;;;177;30;;;;;177.0;0.0
-1;200;VEV_5200;;;;;;;;;;;;;0.0;0.0
-1;200;VEV_5300;50;8;;;;;52;29;;;;;51.0;0.0
-1;200;VEV_5400;;;;;;;17;24;;;;;17.0;0.0
-1;200;VEV_5500;6;22;;;;;7;27;;;;;6.5;0.0
-1;200;VEV_6000;0;23;;;;;1;23;;;;;0.5;0.0
-1;200;VEV_6500;0;14;;;;;1;14;;;;;0.5;0.0
-1;300;ASH_COATED_OSMIUM;9990;27;;;;;10009;11;;;;;9999.5;0.0
-1;300;HYDROGEL_PACK;9970;15;9968;24;;;9986;15;9989;24;;;9978.0;0.0
-1;300;INTARIAN_PEPPER_ROOT;13093;10;13090;19;;;13107;10;13111;19;;;13100.0;0.0
-1;300;VELVETFRUIT_EXTRACT;5260;24;;;;;5265;19;5266;63;;;5262.5;0.0
-1;300;VEV_4000;1254;9;1251;23;;;1275;9;1278;23;;;1264.5;0.0
-1;300;VEV_4500;756;10;754;15;;;772;10;774;15;;;764.0;0.0
-1;300;VEV_5000;261;8;260;30;;;268;15;;;;;264.5;0.0
-1;300;VEV_5100;170;24;;;;;175;10;176;15;;;172.5;0.0
-1;300;VEV_5200;102;24;101;19;;;105;33;;;;;103.5;0.0
-1;300;VEV_5300;49;21;;;;;;;;;;;49.0;0.0
-1;300;VEV_5400;15;20;;;;;17;15;;;;;16.0;0.0
-1;300;VEV_5500;6;20;;;;;7;16;;;;;6.5;0.0
-1;300;VEV_6000;0;23;;;;;1;23;;;;;0.5;0.0
-1;300;VEV_6500;0;16;;;;;1;16;;;;;0.5;0.0
-1;400;ASH_COATED_OSMIUM;9993;15;;;;;10009;15;10012;20;;;10001.0;0.0
-1;400;HYDROGEL_PACK;9971;15;9968;30;;;9987;15;9989;30;;;9979.0;0.0
-1;400;INTARIAN_PEPPER_ROOT;13093;10;13090;25;;;13107;10;13111;25;;;13100.0;0.0
-1;400;VELVETFRUIT_EXTRACT;5260;24;5259;49;;;5265;64;5266;39;;;5262.5;0.0
-1;400;VEV_4000;1254;12;1251;25;;;1275;12;1278;25;;;1264.5;0.0
-1;400;VEV_4500;755;10;753;17;;;771;10;773;17;;;763.0;0.0
-1;400;VEV_5000;260;8;259;32;;;266;27;267;19;;;263.0;0.0
-1;400;VEV_5100;;;;;;;175;35;176;13;;;175.0;0.0
-1;400;VEV_5200;101;12;100;21;;;103;35;104;25;;;102.0;0.0
-1;400;VEV_5300;49;24;48;18;;;51;19;52;14;;;50.0;0.0
-1;400;VEV_5400;15;7;;;;;16;15;17;16;;;15.5;0.0
-1;400;VEV_5500;6;24;;;;;7;24;;;;;6.5;0.0
-1;400;VEV_6000;0;18;;;;;1;18;;;;;0.5;0.0
-1;400;VEV_6500;0;17;;;;;1;17;;;;;0.5;0.0
-1;500;ASH_COATED_OSMIUM;9992;10;9990;25;;;;;;;;;9992.0;0.0
-1;500;HYDROGEL_PACK;9967;12;9964;29;;;9983;12;9985;29;;;9975.0;0.0
-1;500;INTARIAN_PEPPER_ROOT;13093;9;13090;20;;;13108;9;13111;20;;;13100.5;0.0
-1;500;VELVETFRUIT_EXTRACT;5258;56;;;;;5264;64;;;;;5261.0;0.0
-1;500;VEV_4000;1253;12;1251;26;;;1275;12;1277;26;;;1264.0;0.0
-1;500;VEV_4500;755;6;753;21;;;;;;;;;755.0;0.0
-1;500;VEV_5000;261;31;;;;;267;8;268;20;;;264.0;0.0
-1;500;VEV_5100;171;9;170;26;;;175;33;176;13;;;173.0;0.0
-1;500;VEV_5200;102;21;;;;;;;;;;;102.0;0.0
-1;500;VEV_5300;49;25;;;;;51;16;;;;;50.0;0.0
-1;500;VEV_5400;;;;;;;17;15;;;;;17.0;0.0
-1;500;VEV_5500;6;6;;;;;7;18;;;;;6.5;0.0
-1;500;VEV_6000;0;19;;;;;1;19;;;;;0.5;0.0
-1;500;VEV_6500;0;18;;;;;1;18;;;;;0.5;0.0
-1;600;ASH_COATED_OSMIUM;9992;12;9989;20;;;10008;12;10010;20;;;10000.0;0.0
-1;600;HYDROGEL_PACK;9967;10;9964;24;;;9983;10;9985;24;;;9975.0;0.0
-1;600;INTARIAN_PEPPER_ROOT;13094;12;;;;;13108;12;;;;;13101.0;0.0
-1;600;VELVETFRUIT_EXTRACT;5258;24;5257;47;;;5263;58;5264;42;;;5260.5;0.0
-1;600;VEV_4000;1255;7;1252;16;;;1276;7;1279;16;;;1265.5;0.0
-1;600;VEV_4500;754;9;752;22;;;770;9;771;9;772;22;762.0;0.0
-1;600;VEV_5000;260;15;;;;;267;11;268;15;;;263.5;0.0
-1;600;VEV_5100;;;;;;;175;32;176;23;;;175.0;0.0
-1;600;VEV_5200;;;;;;;104;22;;;;;104.0;0.0
-1;600;VEV_5300;50;22;;;;;52;28;;;;;51.0;0.0
-1;600;VEV_5400;15;6;14;23;;;16;20;;;;;15.5;0.0
-1;600;VEV_5500;6;24;;;;;7;17;;;;;6.5;0.0
-1;600;VEV_6000;0;19;;;;;1;19;;;;;0.5;0.0
-1;600;VEV_6500;0;17;;;;;1;17;;;;;0.5;0.0
-1;700;ASH_COATED_OSMIUM;9989;23;;;;;10008;13;;;;;9998.5;0.0
-1;700;HYDROGEL_PACK;9970;10;9967;28;;;9986;10;9988;28;;;9978.0;0.0
-1;700;INTARIAN_PEPPER_ROOT;13094;9;13090;22;;;;;;;;;13094.0;0.0
-1;700;VELVETFRUIT_EXTRACT;5259;18;5258;46;;;5263;18;5264;17;;;5261.0;0.0
-1;700;VEV_4000;1257;9;1255;29;;;1278;9;1281;29;;;1267.5;0.0
-1;700;VEV_4500;754;8;752;20;;;770;8;772;20;;;762.0;0.0
-1;700;VEV_5000;;;;;;;266;8;267;21;;;266.0;0.0
