day;timestamp;product;fair_value;position;cash;mtm_pnl
-2;0;ASH_COATED_OSMIUM;10000.0;0;0.0;0.0
-2;0;HYDROGEL_PACK;9979.317159933371;0;0.0;0.0
-2;0;INTARIAN_PEPPER_ROOT;13000.0;0;0.0;0.0
-2;0;VELVETFRUIT_EXTRACT;5262.383236752377;0;0.0;0.0
-2;0;VEV_4000;1262.383239074035;0;0.0;0.0
-2;0;VEV_4500;762.3832493382054;0;0.0;0.0
-2;0;VEV_5000;265.58852408622;0;0.0;0.0
-2;0;VEV_5100;174.79315318431225;0;0.0;0.0
-2;0;VEV_5200;101.28348299929569;0;0.0;0.0
-2;0;VEV_5300;50.061115940769874;0;0.0;0.0
-2;0;VEV_5400;16.005339767601157;0;0.0;0.0
-2;0;VEV_5500;6.3870003774717405;0;0.0;0.0
-2;0;VEV_6000;0.0007540239256792016;0;0.0;0.0
-2;0;VEV_6500;0.0;0;0.0;0.0
-2;100;ASH_COATED_OSMIUM;10000.3779296875;0;0.0;0.0
-2;100;HYDROGEL_PACK;9982.40731589908;0;0.0;0.0
-2;100;INTARIAN_PEPPER_ROOT;13000.099609375;9;-117063.0;-62.103515625
-2;100;VELVETFRUIT_EXTRACT;5262.573660112158;0;0.0;0.0
-2;100;VEV_4000;1260.0078754738447;0;0.0;0.0
-2;100;VEV_4500;763.2707850476187;0;0.0;0.0
-2;100;VEV_5000;265.62745165902464;0;0.0;0.0
-2;100;VEV_5100;173.94334485668824;0;0.0;0.0
-2;100;VEV_5200;101.76632304891913;0;0.0;0.0
-2;100;VEV_5300;50.96660486264569;0;0.0;0.0
-2;100;VEV_5400;15.880647463938242;0;0.0;0.0
-2;100;VEV_5500;6.312104288954425;0;0.0;0.0
-2;100;VEV_6000;0.0007732331943152454;0;0.0;0.0
-2;100;VEV_6500;0.0;0;0.0;0.0
-2;200;ASH_COATED_OSMIUM;10000.328125;0;0.0;0.0
-2;200;HYDROGEL_PACK;9982.185453582084;0;0.0;0.0
-2;200;INTARIAN_PEPPER_ROOT;13000.2001953125;18;-234126.0;-122.396484375
-2;200;VELVETFRUIT_EXTRACT;5262.216506127688;0;0.0;0.0
-2;200;VEV_4000;1260.5794287670712;0;0.0;0.0
-2;200;VEV_4500;762.4267329142419;0;0.0;0.0
-2;200;VEV_5000;265.3286650647445;0;0.0;0.0
-2;200;VEV_5100;174.0533240162603;0;0.0;0.0
-2;200;VEV_5200;101.6735131283591;0;0.0;0.0
-2;200;VEV_5300;51.60636708204488;0;0.0;0.0
-2;200;VEV_5400;15.536117844267187;0;0.0;0.0
-2;200;VEV_5500;6.366416273771619;0;0.0;0.0
-2;200;VEV_6000;0.0007754809059983023;0;0.0;0.0
-2;200;VEV_6500;0.0;0;0.0;0.0
-2;300;ASH_COATED_OSMIUM;10000.390625;0;0.0;0.0
-2;300;HYDROGEL_PACK;9982.52756688481;0;0.0;0.0
-2;300;INTARIAN_PEPPER_ROOT;13000.2998046875;33;-429291.0;-281.1064453125
-2;300;VELVETFRUIT_EXTRACT;5261.692113639193;0;0.0;0.0
-2;300;VEV_4000;1261.8333330474254;0;0.0;0.0
-2;300;VEV_4500;761.4034387136948;0;0.0;0.0
-2;300;VEV_5000;265.18719873932304;0;0.0;0.0
-2;300;VEV_5100;173.9057880699081;0;0.0;0.0
-2;300;VEV_5200;101.11845630221312;0;0.0;0.0
-2;300;VEV_5300;50.933753276312856;0;0.0;0.0
-2;300;VEV_5400;15.734160124911808;0;0.0;0.0
-2;300;VEV_5500;6.429276488956866;0;0.0;0.0
-2;300;VEV_6000;0.0007497535193053602;0;0.0;0.0
-2;300;VEV_6500;0.0;0;0.0;0.0
-2;400;ASH_COATED_OSMIUM;10000.0263671875;0;0.0;0.0
-2;400;HYDROGEL_PACK;9982.916277100276;0;0.0;0.0
-2;400;INTARIAN_PEPPER_ROOT;13000.400390625;43;-559361.0;-343.783203125
-2;400;VELVETFRUIT_EXTRACT;5261.952004870743;-5;26315.0;5.239975646287348
-2;400;VEV_4000;1262.3029996736661;0;0.0;0.0
-2;400;VEV_4500;763.457851189426;0;0.0;0.0
-2;400;VEV_5000;265.4917035996981;0;0.0;0.0
