session_id,day,total_pnl,HYDROGEL_PACK_pnl,VELVETFRUIT_EXTRACT_pnl,VEV_4000_pnl,VEV_4500_pnl,VEV_5000_pnl,total_slope_per_step,total_r2,HYDROGEL_PACK_slope_per_step,HYDROGEL_PACK_r2,VELVETFRUIT_EXTRACT_slope_per_step,VELVETFRUIT_EXTRACT_r2,VEV_4000_slope_per_step,VEV_4000_r2,VEV_4500_slope_per_step,VEV_4500_r2,VEV_5000_slope_per_step,VEV_5000_r2
0,-2,-1046.0562910903839,-7845.381156580523,5189.921139088896,362.0092821433682,1133.0044865387977,114.38995771907707,2.4332525425914953,0.7132341118380744,1.8120207401666795,0.5942470221666878,0.5369434410758411,0.9517853382409928,-0.03697686320600847,0.041252952119578176,0.10925445165805255,0.9804378478616149,0.012010772896876323,0.20137725755170705
1,-1,12712.843911975671,10130.720134334755,2611.2569757875463,920.7694565072029,863.5600330949901,-1813.4626877488245,0.9044772507368021,0.7011909450934123,0.704989402674878,0.6118090717305168,0.16394327394430014,0.7657688465552092,0.09811353597405044,0.563837668901934,0.09586467925159495,0.8350609632840392,-0.15843364110802954,0.5463567418501212
2,-2,-2046.553586161819,-10515.034808153752,4971.2472657936005,2911.5027110511583,1042.3154628654265,-456.58421771825215,-0.09904982536958515,0.007715797348905212,-0.847487913168424,0.3831235124518968,0.4218934516989048,0.9635237528970446,0.32944815296690055,0.8311470914729615,0.06104300814769585,0.21564657261937054,-0.06394652501467481,0.29441974974549767
3,-1,870.4133620120101,-6253.103714067489,4470.872480700673,1124.150993159994,1301.7954129994105,226.6981892194217,-0.2796652198802538,0.014826683801121216,-1.0588154104287717,0.18215204528259157,0.5430640850167499,0.882069295374134,0.12451539549659706,0.8127201925407218,0.12705192226514214,0.9053529532776817,-0.01548121222996884,0.13068685851893078
4,-2,22233.29144936077,13604.869076431758,5898.000234437775,2420.42908167532,270.69735366396617,39.29570315195184,2.492053905368838,0.9572473463288655,1.5555083414460473,0.8409107465274465,0.5539624743468314,0.9670913983765594,0.33716718676879404,0.7952363499671674,0.036580731313695464,0.6236785759756778,0.00883517149345873,0.19002379355579846
5,-1,11158.582977467368,4397.701176537201,5591.08350936693,285.0478116191043,914.6130009504413,-29.862521006309862,1.14062434687947,0.2066340986462198,0.5898689334240195,0.07260009470048215,0.43307970919764427,0.7936059290798084,0.026231737915863643,0.05832382010417568,0.0936786243270094,0.7808174143120618,-0.002234657985072986,0.0027388968262112307
6,-2,2748.2082241052067,-4196.624150217802,3210.418818837614,2332,947.5713412716323,454.8422142137622,0.07572862865969779,0.005353592733066407,-0.6683867489264765,0.2949129831763932,0.35398081488947025,0.9212588503445776,0.22683907413325657,0.9165767781041088,0.0925248797615522,0.8420399921075489,0.07077060880189472,0.45967802105743527
7,-1,4179.905967498433,-5321.962637144141,5465.506015049612,2605.3927457295395,606.4165002113464,824.5533436520764,0.4125383542431955,0.21972312158303764,-0.5818382852095308,0.3685362301896725,0.5549242195784814,0.9561316807026168,0.3067323891074832,0.9244356855543828,0.0413379365086369,0.2637593955596828,0.09138209425812827,0.746227743840029
8,-2,-16922.123326336754,-23171.88825845765,3750.5949013405825,1816.4679235973108,580.1808484394387,102.52125874356483,-2.341340108492453,0.5726161486942157,-2.9975560126571272,0.6844209704598239,0.40424665532762283,0.9416044724488805,0.20264686543944316,0.9511073208168989,0.06064766949368336,0.9800940861382729,-0.011325286096067293,0.06618752086183405
9,-1,12861.254225607077,5430.615447313117,4288.117320942105,1093.3325724306633,1595.9517150482698,453.23716987292187,1.600304369592437,0.8562739173098418,0.5940299913934841,0.5618103772095778,0.5362915380147754,0.9514401020594974,0.19781803283718935,0.7786974618166022,0.21085263303096588,0.7579296002328865,0.06131217431601559,0.9022594305499894
10,-2,-19497.07515701705,-31264.24992358545,7965.178891838994,2571.549430141333,1149.7814166784774,80.66502790959089,-2.953034682403977,0.7986322112891572,-4.0677855799764915,0.8633550345942382,0.6532769701232598,0.9483735148145825,0.29224626712808105,0.8977492079903133,0.1555336600676057,0.7461089039464947,0.013694000253606967,0.3870325373060263
11,-1,12317.025690589238,1231.2171071656048,8807.254702464103,1369.7833077407813,1013.394105210451,-104.6235319917023,2.9393737836357317,0.8494971520019435,1.7348527695030798,0.6475861378444497,0.9716978212496764,0.9413909367897929,0.10730988994273502,0.6967527166579675,0.09979893837460456,0.8013069437952677,0.025714364565638585,0.12763383783203305
12,-2,3985.384301612411,402.4344492137898,420.9645191333839,1729.5585966297986,967.8544172441161,464.5723193913227,0.3470462491774309,0.023765279660299243,-0.12627769085914692,0.0032640440913823533,0.21864262739604556,0.6026284770953767,0.105192572296522,0.8071870924405307,0.1131030826390758,0.866397906918023,0.0363856577048966,0.7448065832010295
13,-1,-18382.000239943303,-19737.984292290173,1101.2427705195732,-2527.332842034448,2181.0259022398495,601.0482216218943,-3.259672055802247,0.8621031682378768,-3.3624826355864648,0.8663631792206091,0.1232304893078903,0.24687467516648878,-0.2235672824872066,0.4818754916971013,0.14099516734231823,0.28241455898678436,0.06215220562122133,0.8845614465693106
14,-2,-1379.3836264462957,-3661.370269292034,1775.6982157748425,-483.95615750762954,910,80.24458457852558,-0.7604758197030339,0.18443875751175526,-0.9089315562129943,0.2569526743369564,0.15151491038493495,0.20244335494904858,-0.11889377725803324,0.2619163377809028,0.09576344809482995,0.9240080922113391,0.020071155288217502,0.20825143680028346
15,-1,12596.922183372531,7070.796730614238,4536.129421619771,-1173.766492765346,2199.2685209169904,-35.505997013121714,1.062676477185229,0.8040942640175309,0.5739725327284512,0.5522877709770042,0.5053567693645703,0.9773355636367677,-0.2208599937715019,0.6073687820586899,0.20977846565522326,0.936179818224108,-0.005571296791491669,0.15921510550654036
16,-2,-33466.899015841474,-36660.77014088351,1127.7905095919705,1878.1048555412453,-38.282723022417485,226.25848293124739,-4.344678068408697,0.8148398315958524,-4.566800931166228,0.8400742163013045,0.024772829805646348,0.02778983292914161,0.1948464040480622,0.9461888925699629,-0.009062993465901628,0.02285909474501018,0.011566622369735621,0.5132302203107899
17,-1,23632.86710666093,14265.661682125181,3698.169049531658,4017.6739628593714,1491.5695214817797,159.7928906629404,2.7049358422516354,0.8998551673029314,1.7458338548925498,0.8043641133185406,0.4119800439488801,0.7835520492413758,0.3756470796410106,0.916828310369443,0.15965136445936512,0.9843152062548692,0.011823499309842247,0.3628755360417463
18,-2,12606.568997125005,1325.3090337121976,4184.828052090315,1597.9095787798342,4942.241210994336,556.2811215483216,1.3794364326131043,0.38577950593418436,0.26325852368283514,0.023860743756728166,0.2912301465955157,0.5670842940002886,0.10964126199400118,0.8682457257778902,0.6563897451230413,0.9747757967998683,0.05891675521771465,0.9408952077181875
19,-1,-29568.126324642923,-35914.19496261468,5400.117264389955,639.9288846943837,1381.460002606971,-1075.4375137195493,0.34613847516151175,0.02083068388207492,-0.3427009239948741,0.022766276561471968,0.5233435710256076,0.9772430496968719,0.11340698020773927,0.7661208992349567,0.11189005733141118,0.6740526290598583,-0.05980120940838921,0.1960624674842014
20,-2,6602.379057338677,94.80813599971589,3780.113454189006,1697.7069020425479,741.8917965331525,287.8587685742539,1.144706850614576,0.7293749110972612,0.4907105879527181,0.2929813433424575,0.4028270446124855,0.8806095605353332,0.14161525939081746,0.5612349635774212,0.07474754052697138,0.8653997930305731,0.03480641813159531,0.8857207123942
21,-1,-3473.8912849653584,-5871.604337696335,1708.564661061624,1088.1656645656913,-202.56060459501532,-196.45666830132313,-0.8174314769853652,0.10548943254174985,-0.9694815918930795,0.15382530438874883,0.17989625949391552,0.8240122950893182,0.13376024244638196,0.8835162913595902,-0.10651152233629226,0.279145147124144,-0.05509486469629048,0.7487846584408306
22,-2,11381.56164509648,-215.45895442087203,6410.664660845869,1820.6086414691308,1333.8629861636327,2031.8843110387215,0.3960809180146822,0.07442060566930489,-0.8186113050378188,0.25302659396386973,0.6213407675197068,0.9635627549090306,0.17215777481561947,0.9141809185886421,0.15132172478723438,0.9339345649578042,0.26987195592996266,0.8669000236011912
23,-1,26473.09696347727,14569.575788548565,6348.104831940924,3943.290749595624,933.2527582303023,678.8728351618538,2.7777044981312824,0.9802406709841148,1.5793621796272097,0.9354584950102975,0.7447210696125266,0.9752601715517577,0.3003435864051268,0.8259768092962483,0.10142931275488604,0.9484197316189634,0.05184834973157342,0.728310497132671
