day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-2;0;ASH_COATED_OSMIUM;9990;28;;;;;10008;12;10010;28;;;9999.0;0.0
-2;0;HYDROGEL_PACK;9971;12;9969;29;;;9987;12;9990;29;;;9979.0;0.0
-2;0;INTARIAN_PEPPER_ROOT;12993;11;12990;21;;;13007;11;13010;21;;;13000.0;0.0
-2;0;VELVETFRUIT_EXTRACT;5259;43;;;;;5265;51;;;;;5262.0;0.0
-2;0;VEV_4000;1252;11;1249;18;;;1273;11;1276;18;;;1262.5;0.0
-2;0;VEV_4500;754;12;753;7;752;23;770;12;772;23;;;762.0;0.0
-2;0;VEV_5000;263;7;262;19;;;269;7;;;;;266.0;0.0
-2;0;VEV_5100;173;8;172;22;;;177;34;;;;;175.0;0.0
-2;0;VEV_5200;100;22;99;28;;;103;24;;;;;101.5;0.0
-2;0;VEV_5300;49;18;;;;;51;21;52;10;;;50.0;0.0
-2;0;VEV_5400;16;20;;;;;17;26;;;;;16.5;0.0
-2;0;VEV_5500;6;22;;;;;7;24;;;;;6.5;0.0
-2;0;VEV_6000;0;26;;;;;1;26;;;;;0.5;0.0
-2;0;VEV_6500;0;12;;;;;1;12;;;;;0.5;0.0
-2;100;ASH_COATED_OSMIUM;9991;13;9989;20;;;;;;;;;9991.0;0.0
-2;100;HYDROGEL_PACK;9973;14;9970;28;;;9989;14;9991;28;;;9981.0;0.0
-2;100;INTARIAN_PEPPER_ROOT;12993;12;12990;22;;;13010;22;;;;;13001.5;0.0
-2;100;VELVETFRUIT_EXTRACT;5259;70;;;;;5265;52;;;;;5262.0;0.0
-2;100;VEV_4000;1251;11;1248;24;;;1272;11;1274;24;;;1261.5;0.0
-2;100;VEV_4500;752;6;750;20;;;768;6;770;20;;;760.0;0.0
-2;100;VEV_5000;262;7;261;14;;;268;10;269;36;;;265.0;0.0
-2;100;VEV_5100;173;35;172;20;;;;;;;;;173.0;0.0
-2;100;VEV_5200;101;12;100;32;;;104;24;;;;;102.5;0.0
-2;100;VEV_5300;50;21;;;;;52;21;;;;;51.0;0.0
-2;100;VEV_5400;15;25;;;;;16;5;17;17;;;15.5;0.0
-2;100;VEV_5500;6;23;;;;;7;24;;;;;6.5;0.0
-2;100;VEV_6000;0;18;;;;;1;18;;;;;0.5;0.0
-2;100;VEV_6500;0;12;;;;;1;12;;;;;0.5;0.0
-2;200;ASH_COATED_OSMIUM;9991;13;9988;23;;;10007;13;10009;23;;;9999.0;0.0
-2;200;HYDROGEL_PACK;9975;12;9973;26;;;9991;12;9993;26;;;9983.0;0.0
-2;200;INTARIAN_PEPPER_ROOT;12990;20;;;;;13007;9;;;;;12998.5;0.0
-2;200;VELVETFRUIT_EXTRACT;5259;18;5258;43;;;5263;18;5264;35;;;5261.0;0.0
-2;200;VEV_4000;1249;13;1246;26;;;1270;13;1272;26;;;1259.5;0.0
-2;200;VEV_4500;751;17;;;;;769;10;771;17;;;760.0;0.0
-2;200;VEV_5000;262;27;;;;;268;10;;;;;265.0;0.0
-2;200;VEV_5100;173;32;;;;;177;9;178;20;;;175.0;0.0
-2;200;VEV_5200;100;21;;;;;103;12;;;;;101.5;0.0
-2;200;VEV_5300;50;23;;;;;52;29;;;;;51.0;0.0
-2;200;VEV_5400;15;26;;;;;17;25;;;;;16.0;0.0
-2;200;VEV_5500;6;29;;;;;7;18;;;;;6.5;0.0
-2;200;VEV_6000;0;27;;;;;1;27;;;;;0.5;0.0
-2;200;VEV_6500;0;18;;;;;1;18;;;;;0.5;0.0
-2;300;ASH_COATED_OSMIUM;9991;14;9989;30;;;10007;14;10010;30;;;9999.0;0.0
-2;300;HYDROGEL_PACK;9976;14;9974;25;;;9992;14;9995;25;;;9984.0;0.0
-2;300;INTARIAN_PEPPER_ROOT;12993;12;;;;;13007;12;13011;23;;;13000.0;0.0
-2;300;VELVETFRUIT_EXTRACT;5258;24;5257;37;;;5263;43;;;;;5260.5;0.0
-2;300;VEV_4000;1249;7;1247;17;;;1271;7;1273;17;;;1260.0;0.0
-2;300;VEV_4500;752;12;750;14;;;768;12;770;14;;;760.0;0.0
-2;300;VEV_5000;262;8;261;16;;;268;6;269;26;;;265.0;0.0
-2;300;VEV_5100;173;9;172;23;;;178;22;;;;;175.5;0.0
-2;300;VEV_5200;100;27;;;;;;;;;;;100.0;0.0
-2;300;VEV_5300;;;;;;;53;21;;;;;53.0;0.0
-2;300;VEV_5400;15;29;;;;;16;18;17;30;;;15.5;0.0
-2;300;VEV_5500;6;22;;;;;7;20;;;;;6.5;0.0
-2;300;VEV_6000;0;21;;;;;1;21;;;;;0.5;0.0
-2;300;VEV_6500;0;15;;;;;1;15;;;;;0.5;0.0
