day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;0;HYDROGEL_PACK;9971;12;9969;30;;;9987;12;9990;30;;;9979.0;0.0
-1;0;VELVETFRUIT_EXTRACT;5260;22;5259;56;;;5265;45;;;;;5262.5;0.0
-1;0;VEV_4000;1252;13;1249;17;;;1273;13;1276;17;;;1262.5;0.0
-1;0;VEV_4500;754;8;753;23;752;21;770;8;771;8;772;21;762.0;0.0
-1;0;VEV_5000;263;30;262;34;;;269;12;270;12;;;266.0;0.0
-1;0;VEV_5100;173;9;;;;;177;12;;;;;175.0;0.0
-1;0;VEV_5200;100;12;99;17;;;;;;;;;100.0;0.0
-1;0;VEV_5300;49;23;;;;;52;15;;;;;50.5;0.0
-1;0;VEV_5400;;;;;;;17;25;;;;;17.0;0.0
-1;0;VEV_5500;6;19;;;;;7;21;;;;;6.5;0.0
-1;0;VEV_6000;0;19;;;;;1;19;;;;;0.5;0.0
-1;0;VEV_6500;0;18;;;;;1;18;;;;;0.5;0.0
-1;100;HYDROGEL_PACK;9973;13;9970;29;;;9989;13;9991;29;;;9981.0;0.0
-1;100;VELVETFRUIT_EXTRACT;5259;44;;;;;5264;22;5265;68;;;5261.5;0.0
-1;100;VEV_4000;1252;7;1249;28;;;1273;7;1276;28;;;1262.5;0.0
-1;100;VEV_4500;755;12;753;17;;;771;12;773;17;;;763.0;0.0
-1;100;VEV_5000;262;12;261;18;;;268;24;;;;;265.0;0.0
-1;100;VEV_5100;173;8;;;;;177;8;;;;;175.0;0.0
-1;100;VEV_5200;99;32;;;;;101;7;;;;;100.0;0.0
-1;100;VEV_5300;48;28;;;;;;;;;;;48.0;0.0
-1;100;VEV_5400;;;;;;;16;22;17;20;;;16.0;0.0
-1;100;VEV_5500;6;19;;;;;7;22;;;;;6.5;0.0
-1;100;VEV_6000;0;18;;;;;1;18;;;;;0.5;0.0
-1;100;VEV_6500;0;14;;;;;1;14;;;;;0.5;0.0
-1;200;HYDROGEL_PACK;9975;13;9972;30;;;9991;13;9993;30;;;9983.0;0.0
-1;200;VELVETFRUIT_EXTRACT;5258;56;;;;;5264;45;;;;;5261.0;0.0
-1;200;VEV_4000;1252;15;1250;24;;;1274;15;1276;24;;;1263.0;0.0
-1;200;VEV_4500;757;6;755;19;;;773;6;775;19;;;765.0;0.0
-1;200;VEV_5000;262;12;261;13;;;268;7;269;23;;;265.0;0.0
-1;200;VEV_5100;172;24;;;;;176;35;177;24;;;174.0;0.0
-1;200;VEV_5200;99;9;98;26;;;101;21;102;20;;;100.0;0.0
-1;200;VEV_5300;49;18;;;;;;;;;;;49.0;0.0
-1;200;VEV_5400;15;27;;;;;17;22;;;;;16.0;0.0
-1;200;VEV_5500;6;19;;;;;7;21;;;;;6.5;0.0
-1;200;VEV_6000;0;25;;;;;1;25;;;;;0.5;0.0
-1;200;VEV_6500;0;15;;;;;1;15;;;;;0.5;0.0
-1;300;HYDROGEL_PACK;9973;10;9971;22;;;9989;10;9992;22;;;9981.0;0.0
-1;300;VELVETFRUIT_EXTRACT;5258;63;;;;;5263;17;5264;64;;;5260.5;0.0
-1;300;VEV_4000;1251;14;1249;29;;;1273;14;1275;29;;;1262.0;0.0
-1;300;VEV_4500;756;9;754;24;;;774;24;;;;;765.0;0.0
-1;300;VEV_5000;262;6;261;20;;;268;10;269;20;;;265.0;0.0
-1;300;VEV_5100;171;30;;;;;176;23;;;;;173.5;0.0
-1;300;VEV_5200;;;;;;;101;11;102;22;;;101.0;0.0
-1;300;VEV_5300;49;21;;;;;51;18;;;;;50.0;0.0
-1;300;VEV_5400;15;21;15;7;;;16;24;17;22;;;15.5;0.0
-1;300;VEV_5500;6;25;;;;;7;16;;;;;6.5;0.0
-1;300;VEV_6000;0;20;;;;;1;20;;;;;0.5;0.0
-1;300;VEV_6500;0;19;;;;;1;19;;;;;0.5;0.0
-1;400;HYDROGEL_PACK;9972;11;9969;30;;;9988;11;9990;30;;;9980.0;0.0
-1;400;VELVETFRUIT_EXTRACT;5259;60;;;;;5265;32;;;;;5262.0;0.0
-1;400;VEV_4000;1251;11;1248;25;;;1272;11;1274;25;;;1261.5;0.0
-1;400;VEV_4500;756;12;755;6;754;17;772;12;774;17;;;764.0;0.0
-1;400;VEV_5000;261;11;;;;;268;15;;;;;264.5;0.0
-1;400;VEV_5100;171;27;;;;;175;9;176;19;;;173.0;0.0
-1;400;VEV_5200;100;28;;;;;103;29;;;;;101.5;0.0
-1;400;VEV_5300;49;23;;;;;51;9;;;;;50.0;0.0
-1;400;VEV_5400;15;13;;;;;;;;;;;15.0;0.0
-1;400;VEV_5500;6;17;;;;;7;16;;;;;6.5;0.0
-1;400;VEV_6000;0;24;;;;;1;24;;;;;0.5;0.0
-1;400;VEV_6500;0;15;;;;;1;15;;;;;0.5;0.0
-1;500;HYDROGEL_PACK;9969;14;9967;22;;;9985;14;9988;22;;;9977.0;0.0
-1;500;VELVETFRUIT_EXTRACT;5258;25;5257;32;;;5262;25;5263;65;;;5260.0;0.0
-1;500;VEV_4000;1251;10;1249;22;;;1273;10;1275;22;;;1262.0;0.0
-1;500;VEV_4500;753;22;;;;;771;9;773;22;;;762.0;0.0
-1;500;VEV_5000;262;8;261;16;;;268;22;269;16;;;265.0;0.0
-1;500;VEV_5100;170;12;169;22;;;174;10;175;23;;;172.0;0.0
-1;500;VEV_5200;100;30;99;26;;;102;23;103;16;;;101.0;0.0
-1;500;VEV_5300;49;20;;;;;51;18;;;;;50.0;0.0
-1;500;VEV_5400;15;8;14;20;;;;;;;;;15.0;0.0
-1;500;VEV_5500;6;18;;;;;7;23;;;;;6.5;0.0
-1;500;VEV_6000;0;23;;;;;1;23;;;;;0.5;0.0
-1;500;VEV_6500;0;15;;;;;1;15;;;;;0.5;0.0
-1;600;HYDROGEL_PACK;9970;13;9968;20;;;9986;13;9989;20;;;9978.0;0.0
-1;600;VELVETFRUIT_EXTRACT;5259;25;5258;62;;;5263;25;5264;49;;;5261.0;0.0
-1;600;VEV_4000;1251;7;1248;16;;;1272;7;1274;16;;;1261.5;0.0
-1;600;VEV_4500;756;9;754;14;;;772;9;774;14;;;764.0;0.0
-1;600;VEV_5000;261;9;260;22;;;267;28;268;13;;;264.0;0.0
-1;600;VEV_5100;170;22;169;17;;;174;10;175;26;;;172.0;0.0
-1;600;VEV_5200;101;7;100;20;;;;;;;;;101.0;0.0
-1;600;VEV_5300;49;25;;;;;51;6;;;;;50.0;0.0
-1;600;VEV_5400;;;;;;;15;20;16;30;;;15.0;0.0
-1;600;VEV_5500;6;24;;;;;7;16;;;;;6.5;0.0
-1;600;VEV_6000;0;29;;;;;1;29;;;;;0.5;0.0
-1;600;VEV_6500;0;14;;;;;1;14;;;;;0.5;0.0
-1;700;HYDROGEL_PACK;9970;14;9968;24;;;9986;14;9989;24;;;9978.0;0.0
-1;700;VELVETFRUIT_EXTRACT;5258;61;;;;;5263;19;5264;52;;;5260.5;0.0
-1;700;VEV_4000;1253;9;1250;23;;;1274;9;1277;23;;;1263.5;0.0
-1;700;VEV_4500;756;9;754;19;;;772;9;774;19;;;764.0;0.0
-1;700;VEV_5000;260;12;;;;;268;19;;;;;264.0;0.0
-1;700;VEV_5100;168;13;;;;;;;;;;;168.0;0.0
-1;700;VEV_5200;101;33;;;;;104;27;;;;;102.5;0.0
-1;700;VEV_5300;49;19;;;;;51;18;;;;;50.0;0.0
-1;700;VEV_5400;;;;;;;;;;;;;0.0;0.0
-1;700;VEV_5500;6;27;;;;;7;22;;;;;6.5;0.0
-1;700;VEV_6000;0;22;;;;;1;22;;;;;0.5;0.0
-1;700;VEV_6500;0;14;;;;;1;14;;;;;0.5;0.0
-1;800;HYDROGEL_PACK;9972;13;9969;22;;;9988;13;9990;22;;;9980.0;0.0
-1;800;VELVETFRUIT_EXTRACT;5260;16;5259;41;;;5265;16;5266;75;;;5262.5;0.0
-1;800;VEV_4000;1253;11;1251;21;;;1275;11;1277;21;;;1264.0;0.0
