day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;0;ASH_COATED_OSMIUM;9990;21;;;;;10008;10;10010;21;;;9999.0;0.0
-1;0;HYDROGEL_PACK;9971;14;9969;30;;;9987;14;9990;30;;;9979.0;0.0
-1;0;INTARIAN_PEPPER_ROOT;13093;11;13090;20;;;13107;11;;;;;13100.0;0.0
-1;0;VELVETFRUIT_EXTRACT;5260;16;5259;35;;;5265;60;;;;;5262.5;0.0
-1;0;VEV_4000;1252;9;1249;25;;;1273;9;1276;25;;;1262.5;0.0
-1;0;VEV_4500;754;8;752;21;;;770;8;772;21;;;762.0;0.0
-1;0;VEV_5000;263;28;262;16;;;269;8;;;;;266.0;0.0
-1;0;VEV_5100;173;6;;;;;177;25;;;;;175.0;0.0
-1;0;VEV_5200;99;22;;;;;102;33;103;32;;;100.5;0.0
-1;0;VEV_5300;49;20;;;;;51;5;;;;;50.0;0.0
-1;0;VEV_5400;;;;;;;17;20;;;;;17.0;0.0
-1;0;VEV_5500;6;24;;;;;7;24;;;;;6.5;0.0
-1;0;VEV_6000;0;28;;;;;1;28;;;;;0.5;0.0
-1;0;VEV_6500;0;20;;;;;1;20;;;;;0.5;0.0
-1;100;ASH_COATED_OSMIUM;9992;10;;;;;10008;10;;;;;10000.0;0.0
-1;100;HYDROGEL_PACK;9967;14;9964;29;;;9983;14;9985;29;;;9975.0;0.0
-1;100;INTARIAN_PEPPER_ROOT;13093;10;13090;16;;;13107;10;;;;;13100.0;0.0
-1;100;VELVETFRUIT_EXTRACT;5259;18;;;;;5264;15;5265;60;5266;41;5261.5;0.0
-1;100;VEV_4000;1251;14;1249;30;;;1273;14;1275;30;;;1262.0;0.0
-1;100;VEV_4500;753;8;751;17;;;769;8;771;17;;;761.0;0.0
-1;100;VEV_5000;264;9;;;;;270;28;;;;;267.0;0.0
-1;100;VEV_5100;173;36;;;;;177;9;;;;;175.0;0.0
-1;100;VEV_5200;98;16;;;;;101;27;102;17;;;99.5;0.0
-1;100;VEV_5300;49;19;;;;;51;17;;;;;50.0;0.0
-1;100;VEV_5400;15;21;;;;;17;26;;;;;16.0;0.0
-1;100;VEV_5500;6;20;;;;;7;23;;;;;6.5;0.0
-1;100;VEV_6000;0;24;;;;;1;24;;;;;0.5;0.0
-1;100;VEV_6500;0;15;;;;;1;15;;;;;0.5;0.0
-1;200;ASH_COATED_OSMIUM;9991;15;9989;27;;;10007;15;;;;;9999.0;0.0
-1;200;HYDROGEL_PACK;9967;10;9964;21;;;9983;10;9985;21;;;9975.0;0.0
-1;200;INTARIAN_PEPPER_ROOT;13093;11;13090;22;;;13107;11;13111;22;;;13100.0;0.0
-1;200;VELVETFRUIT_EXTRACT;5259;37;5259;68;;;5265;19;;;;;5262.0;0.0
-1;200;VEV_4000;1251;11;1249;20;;;1272;11;1275;20;;;1261.5;0.0
-1;200;VEV_4500;753;6;751;18;;;771;18;;;;;762.0;0.0
-1;200;VEV_5000;264;10;263;15;;;270;10;271;22;;;267.0;0.0
-1;200;VEV_5100;172;20;;;;;;;;;;;172.0;0.0
-1;200;VEV_5200;;;;;;;102;33;103;17;;;102.0;0.0
-1;200;VEV_5300;49;21;48;16;;;51;23;;;;;50.0;0.0
-1;200;VEV_5400;15;26;;;;;;;;;;;15.0;0.0
-1;200;VEV_5500;6;20;;;;;7;28;;;;;6.5;0.0
-1;200;VEV_6000;0;21;;;;;1;21;;;;;0.5;0.0
-1;200;VEV_6500;0;16;;;;;1;16;;;;;0.5;0.0
-1;300;ASH_COATED_OSMIUM;9989;26;;;;;10007;12;;;;;9998.0;0.0
-1;300;HYDROGEL_PACK;9970;10;9967;20;;;9986;10;9988;20;;;9978.0;0.0
-1;300;INTARIAN_PEPPER_ROOT;13093;9;13090;16;;;13107;9;13111;16;;;13100.0;0.0
-1;300;VELVETFRUIT_EXTRACT;5258;61;;;;;5264;45;;;;;5261.0;0.0
