timestamp;buyer;seller;symbol;currency;price;quantity
0;BOT_TAKER;BOT_MAKER;HYDROGEL_PACK;XIRECS;9987.0;5
0;BOT_MAKER;BOT_TAKER;VELVETFRUIT_EXTRACT;XIRECS;5259.0;13
0;BOT_TAKER;BOT_MAKER;VEV_5500;XIRECS;7.0;3
100;BOT_MAKER;BOT_TAKER;VEV_5300;XIRECS;49.0;5
100;BOT_TAKER;BOT_MAKER;VEV_5300;XIRECS;51.0;5
100;BOT_MAKER;BOT_TAKER;VEV_5400;XIRECS;15.0;5
200;BOT_TAKER;BOT_MAKER;HYDROGEL_PACK;XIRECS;9988.0;3
200;BOT_MAKER;BOT_TAKER;VEV_4000;XIRECS;1252.0;3
300;BOT_MAKER;BOT_TAKER;VELVETFRUIT_EXTRACT;XIRECS;5261.0;4
300;BOT_MAKER;BOT_TAKER;VEV_5500;XIRECS;6.0;5
400;BOT_MAKER;BOT_TAKER;VELVETFRUIT_EXTRACT;XIRECS;5261.0;7
400;BOT_MAKER;BOT_TAKER;VEV_4000;XIRECS;1251.0;1
600;BOT_MAKER;BOT_TAKER;HYDROGEL_PACK;XIRECS;9970.0;4
700;BOT_TAKER;BOT_MAKER;VELVETFRUIT_EXTRACT;XIRECS;5267.0;4
700;BOT_MAKER;BOT_TAKER;VEV_4000;XIRECS;1251.0;3
800;BOT_TAKER;BOT_MAKER;VEV_6000;XIRECS;1.0;5
1100;BOT_MAKER;BOT_TAKER;HYDROGEL_PACK;XIRECS;9971.0;4
1100;BOT_MAKER;BOT_TAKER;VEV_5500;XIRECS;6.0;4
1300;BOT_TAKER;BOT_MAKER;VELVETFRUIT_EXTRACT;XIRECS;5268.0;8
1300;BOT_TAKER;BOT_MAKER;VEV_6500;XIRECS;1.0;5
1400;BOT_TAKER;BOT_MAKER;VELVETFRUIT_EXTRACT;XIRECS;5268.0;5
1500;BOT_TAKER;BOT_MAKER;VEV_4000;XIRECS;1271.0;1
1600;BOT_MAKER;BOT_TAKER;VEV_5500;XIRECS;6.0;2
1700;BOT_TAKER;BOT_MAKER;VEV_5500;XIRECS;7.0;3
1800;BOT_MAKER;BOT_TAKER;VELVETFRUIT_EXTRACT;XIRECS;5263.0;6
1800;BOT_TAKER;BOT_MAKER;VEV_4000;XIRECS;1272.0;2
1800;BOT_TAKER;BOT_MAKER;VEV_5500;XIRECS;7.0;4
1800;BOT_MAKER;BOT_TAKER;VEV_6000;XIRECS;0.0;5
1900;BOT_MAKER;BOT_TAKER;VEV_6500;XIRECS;0.0;2
2000;BOT_TAKER;BOT_MAKER;HYDROGEL_PACK;XIRECS;9983.0;5
2000;BOT_TAKER;BOT_MAKER;VELVETFRUIT_EXTRACT;XIRECS;5268.0;7
2100;BOT_TAKER;BOT_MAKER;HYDROGEL_PACK;XIRECS;9982.0;4
2100;BOT_MAKER;BOT_TAKER;VELVETFRUIT_EXTRACT;XIRECS;5262.0;8
2100;BOT_MAKER;BOT_TAKER;VEV_6000;XIRECS;0.0;5
2200;BOT_MAKER;BOT_TAKER;HYDROGEL_PACK;XIRECS;9963.0;6
2200;BOT_TAKER;BOT_MAKER;VELVETFRUIT_EXTRACT;XIRECS;5267.0;8
2200;BOT_TAKER;BOT_MAKER;VEV_4000;XIRECS;1272.0;3
2300;BOT_MAKER;BOT_TAKER;VELVETFRUIT_EXTRACT;XIRECS;5260.0;7
2300;BOT_TAKER;BOT_MAKER;VEV_6000;XIRECS;1.0;5
2400;BOT_TAKER;BOT_MAKER;VEV_6500;XIRECS;1.0;3
2500;BOT_MAKER;BOT_TAKER;VELVETFRUIT_EXTRACT;XIRECS;5260.0;4
2600;BOT_MAKER;BOT_TAKER;HYDROGEL_PACK;XIRECS;9965.0;4
2600;BOT_TAKER;BOT_MAKER;VEV_4000;XIRECS;1274.0;1
2700;BOT_TAKER;BOT_MAKER;VELVETFRUIT_EXTRACT;XIRECS;5268.0;5
2800;BOT_MAKER;BOT_TAKER;VELVETFRUIT_EXTRACT;XIRECS;5265.0;3
