day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;0;HYDROGEL_PACK;9971;10;9969;30;;;9987;10;9990;30;;;9979.0;0.0
-1;0;VELVETFRUIT_EXTRACT;5260;25;5259;38;;;5265;69;;;;;5262.5;0.0
-1;0;VEV_4000;1252;10;1249;15;;;1273;10;1276;15;;;1262.5;0.0
-1;0;VEV_4500;754;12;752;12;;;770;12;772;12;;;762.0;0.0
-1;0;VEV_5000;263;8;;;;;269;33;;;;;266.0;0.0
-1;0;VEV_5100;173;36;172;19;;;178;22;;;;;175.5;0.0
-1;0;VEV_5200;100;8;99;13;;;102;31;;;;;101.0;0.0
-1;0;VEV_5300;49;9;;;;;51;21;;;;;50.0;0.0
-1;0;VEV_5400;16;25;15;20;;;16;24;17;18;;;16.0;0.0
-1;0;VEV_5500;6;22;;;;;7;25;;;;;6.5;0.0
-1;0;VEV_6000;0;23;;;;;1;23;;;;;0.5;0.0
-1;0;VEV_6500;0;18;;;;;1;18;;;;;0.5;0.0
-1;100;HYDROGEL_PACK;9967;11;9964;22;;;9983;11;9985;22;;;9975.0;0.0
-1;100;VELVETFRUIT_EXTRACT;5261;24;5260;62;;;5266;31;;;;;5263.5;0.0
-1;100;VEV_4000;1251;9;1248;20;;;1272;9;1275;20;;;1261.5;0.0
-1;100;VEV_4500;753;10;751;16;;;769;10;770;11;771;16;761.0;0.0
-1;100;VEV_5000;264;11;263;17;;;270;6;271;19;;;267.0;0.0
-1;100;VEV_5100;172;21;;;;;176;6;177;14;;;174.0;0.0
-1;100;VEV_5200;99;18;;;;;103;20;;;;;101.0;0.0
-1;100;VEV_5300;49;21;;;;;51;11;51;29;;;50.0;0.0
-1;100;VEV_5400;15;18;;;;;17;23;;;;;16.0;0.0
-1;100;VEV_5500;6;29;;;;;7;20;;;;;6.5;0.0
-1;100;VEV_6000;0;24;;;;;1;24;;;;;0.5;0.0
-1;100;VEV_6500;0;18;;;;;1;18;;;;;0.5;0.0
-1;200;HYDROGEL_PACK;9967;13;9964;23;;;9983;13;9985;23;;;9975.0;0.0
-1;200;VELVETFRUIT_EXTRACT;5260;63;;;;;5265;25;5266;52;;;5262.5;0.0
-1;200;VEV_4000;1248;9;1246;26;;;1270;9;1272;26;;;1259.0;0.0
-1;200;VEV_4500;754;8;752;12;;;770;8;772;12;;;762.0;0.0
-1;200;VEV_5000;264;19;263;12;;;270;12;271;21;;;267.0;0.0
-1;200;VEV_5100;171;8;170;30;;;175;32;176;24;;;173.0;0.0
-1;200;VEV_5200;99;21;;;;;103;14;;;;;101.0;0.0
-1;200;VEV_5300;49;19;;;;;51;27;;;;;50.0;0.0
-1;200;VEV_5400;16;26;15;26;;;17;16;;;;;16.5;0.0
-1;200;VEV_5500;6;17;;;;;7;21;;;;;6.5;0.0
-1;200;VEV_6000;0;28;;;;;1;28;;;;;0.5;0.0
-1;200;VEV_6500;0;14;;;;;1;14;;;;;0.5;0.0
-1;300;HYDROGEL_PACK;9967;11;9964;24;;;9983;11;9985;24;;;9975.0;0.0
-1;300;VELVETFRUIT_EXTRACT;5260;47;;;;;5266;33;;;;;5263.0;0.0
-1;300;VEV_4000;1249;7;1247;18;;;1270;7;1273;18;;;1259.5;0.0
-1;300;VEV_4500;751;22;;;;;769;9;771;22;;;760.0;0.0
-1;300;VEV_5000;264;8;263;19;;;270;12;271;18;;;267.0;0.0
-1;300;VEV_5100;172;6;;;;;176;7;;;;;174.0;0.0
-1;300;VEV_5200;99;32;;;;;102;33;103;21;;;100.5;0.0
-1;300;VEV_5300;50;5;;;;;52;23;;;;;51.0;0.0
-1;300;VEV_5400;16;23;15;16;;;17;25;;;;;16.5;0.0
-1;300;VEV_5500;6;22;;;;;7;24;;;;;6.5;0.0
-1;300;VEV_6000;0;20;;;;;1;20;;;;;0.5;0.0
-1;300;VEV_6500;0;15;;;;;1;15;;;;;0.5;0.0
-1;400;HYDROGEL_PACK;9967;12;9964;30;;;9983;12;9985;30;;;9975.0;0.0
-1;400;VELVETFRUIT_EXTRACT;5261;45;;;;;5267;48;;;;;5264.0;0.0
-1;400;VEV_4000;1250;10;1247;23;;;1271;10;1274;23;;;1260.5;0.0
-1;400;VEV_4500;753;6;751;17;;;769;6;771;17;;;761.0;0.0
-1;400;VEV_5000;264;10;;;;;270;11;271;16;;;267.0;0.0
-1;400;VEV_5100;172;11;;;;;176;31;177;24;;;174.0;0.0
-1;400;VEV_5200;;;;;;;103;12;;;;;103.0;0.0
-1;400;VEV_5300;50;20;49;19;;;53;24;;;;;51.5;0.0
-1;400;VEV_5400;15;25;15;28;;;;;;;;;15.0;0.0
-1;400;VEV_5500;6;19;;;;;7;19;;;;;6.5;0.0
-1;400;VEV_6000;0;25;;;;;1;25;;;;;0.5;0.0
-1;400;VEV_6500;0;15;;;;;1;15;;;;;0.5;0.0
-1;500;HYDROGEL_PACK;9966;15;9963;26;;;9982;15;9984;26;;;9974.0;0.0
-1;500;VELVETFRUIT_EXTRACT;5261;38;;;;;5267;58;;;;;5264.0;0.0
-1;500;VEV_4000;1248;11;1245;18;;;1269;11;1272;18;;;1258.5;0.0
-1;500;VEV_4500;752;13;;;;;772;13;;;;;762.0;0.0
-1;500;VEV_5000;264;6;263;23;;;270;12;;;;;267.0;0.0
-1;500;VEV_5100;170;24;;;;;175;11;;;;;172.5;0.0
-1;500;VEV_5200;100;21;;;;;103;8;;;;;101.5;0.0
-1;500;VEV_5300;50;16;49;18;;;52;19;;;;;51.0;0.0
-1;500;VEV_5400;;;;;;;16;25;17;12;;;16.0;0.0
-1;500;VEV_5500;6;23;;;;;7;25;;;;;6.5;0.0
-1;500;VEV_6000;0;15;;;;;1;15;;;;;0.5;0.0
-1;500;VEV_6500;0;14;;;;;1;14;;;;;0.5;0.0
-1;600;HYDROGEL_PACK;9962;14;9960;21;;;9978;14;9981;21;;;9970.0;0.0
-1;600;VELVETFRUIT_EXTRACT;5261;16;5260;35;;;5265;16;5266;53;;;5263.0;0.0
-1;600;VEV_4000;1248;10;1246;29;;;1269;10;1272;29;;;1258.5;0.0
-1;600;VEV_4500;754;10;752;19;;;770;10;771;10;772;19;762.0;0.0
-1;600;VEV_5000;264;17;;;;;271;6;;;;;267.5;0.0
-1;600;VEV_5100;171;7;170;29;;;175;23;176;15;;;173.0;0.0
-1;600;VEV_5200;100;33;;;;;103;10;104;17;;;101.5;0.0
-1;600;VEV_5300;50;29;;;;;52;7;;;;;51.0;0.0
-1;600;VEV_5400;15;27;15;21;;;16;18;17;17;;;15.5;0.0
-1;600;VEV_5500;6;28;;;;;7;19;;;;;6.5;0.0
