day;timestamp;product;fair_value;position;cash;mtm_pnl
-2;0;HYDROGEL_PACK;9979.317159933371;0;0.0;0.0
-2;0;VELVETFRUIT_EXTRACT;5262.383236752377;0;0.0;0.0
-2;0;VEV_4000;1262.383239074035;0;0.0;0.0
-2;0;VEV_4500;762.3832493382054;0;0.0;0.0
-2;0;VEV_5000;265.58852408622;0;0.0;0.0
-2;0;VEV_5100;174.79315318431225;0;0.0;0.0
-2;0;VEV_5200;101.28348299929569;0;0.0;0.0
-2;0;VEV_5300;50.061115940769874;0;0.0;0.0
-2;0;VEV_5400;16.005339767601157;0;0.0;0.0
-2;0;VEV_5500;6.3870003774717405;0;0.0;0.0
-2;0;VEV_6000;0.0007578809521722916;0;0.0;0.0
-2;0;VEV_6500;0.0;0;0.0;0.0
-2;100;HYDROGEL_PACK;9978.431478165241;0;0.0;0.0
-2;100;VELVETFRUIT_EXTRACT;5263.1515774550435;0;0.0;0.0
-2;100;VEV_4000;1263.2850791351586;0;0.0;0.0
-2;100;VEV_4500;761.2027987855464;0;0.0;0.0
-2;100;VEV_5000;264.443557971453;0;0.0;0.0
-2;100;VEV_5100;175.0919507567438;0;0.0;0.0
-2;100;VEV_5200;100.72387867764179;0;0.0;0.0
-2;100;VEV_5300;49.65884019787533;0;0.0;0.0
-2;100;VEV_5400;15.987233420788435;0;0.0;0.0
-2;100;VEV_5500;6.502209096101034;0;0.0;0.0
-2;100;VEV_6000;0.0007427740927706534;0;0.0;0.0
-2;100;VEV_6500;0.0;0;0.0;0.0
-2;200;HYDROGEL_PACK;9979.533387372234;0;0.0;0.0
-2;200;VELVETFRUIT_EXTRACT;5263.660399270612;0;0.0;0.0
-2;200;VEV_4000;1264.1411008413647;0;0.0;0.0
-2;200;VEV_4500;760.3351143113957;0;0.0;0.0
-2;200;VEV_5000;266.5896267690201;0;0.0;0.0
-2;200;VEV_5100;175.71300274063464;0;0.0;0.0
-2;200;VEV_5200;100.54836126294627;0;0.0;0.0
-2;200;VEV_5300;50.145305532243185;0;0.0;0.0
-2;200;VEV_5400;16.187650549443102;0;0.0;0.0
-2;200;VEV_5500;6.477179320362333;0;0.0;0.0
-2;200;VEV_6000;0.000779582987500568;0;0.0;0.0
-2;200;VEV_6500;0.0;0;0.0;0.0
-2;300;HYDROGEL_PACK;9976.371478875852;0;0.0;0.0
-2;300;VELVETFRUIT_EXTRACT;5264.160940187605;0;0.0;0.0
-2;300;VEV_4000;1262.9165228131592;0;0.0;0.0
-2;300;VEV_4500;759.8526108755129;0;0.0;0.0
-2;300;VEV_5000;267.66532247325574;0;0.0;0.0
-2;300;VEV_5100;176.1808121532189;0;0.0;0.0
-2;300;VEV_5200;99.21989607150282;0;0.0;0.0
-2;300;VEV_5300;49.881560748586395;0;0.0;0.0
-2;300;VEV_5400;16.12007021241742;0;0.0;0.0
-2;300;VEV_5500;6.583971335939106;0;0.0;0.0
-2;300;VEV_6000;0.0007938977615940549;0;0.0;0.0
-2;300;VEV_6500;0.0;0;0.0;0.0
-2;400;HYDROGEL_PACK;9976.495909082183;0;0.0;0.0
-2;400;VELVETFRUIT_EXTRACT;5263.081515759603;0;0.0;0.0
-2;400;VEV_4000;1263.0530558111063;0;0.0;0.0
-2;400;VEV_4500;759.3203013628635;0;0.0;0.0
-2;400;VEV_5000;266.8893256164256;0;0.0;0.0
-2;400;VEV_5100;175.87207978359157;0;0.0;0.0
-2;400;VEV_5200;98.49179495443994;0;0.0;0.0
-2;400;VEV_5300;49.980864266440676;0;0.0;0.0
-2;400;VEV_5400;16.361797479946535;0;0.0;0.0
-2;400;VEV_5500;6.536489842064121;0;0.0;0.0
-2;400;VEV_6000;0.0007602246826119228;0;0.0;0.0
-2;400;VEV_6500;0.0;0;0.0;0.0
-2;500;HYDROGEL_PACK;9978.81123778494;0;0.0;0.0
-2;500;VELVETFRUIT_EXTRACT;5261.968096972135;0;0.0;0.0
-2;500;VEV_4000;1261.4059679970512;0;0.0;0.0
-2;500;VEV_4500;760.9005524249609;0;0.0;0.0
-2;500;VEV_5000;267.06712635719884;0;0.0;0.0
-2;500;VEV_5100;175.711884838777;0;0.0;0.0
-2;500;VEV_5200;98.27654842093114;0;0.0;0.0
-2;500;VEV_5300;50.196137864370996;0;0.0;0.0
-2;500;VEV_5400;16.39173683366468;0;0.0;0.0
-2;500;VEV_5500;6.62817253958167;0;0.0;0.0
-2;500;VEV_6000;0.0007827070154351965;0;0.0;0.0
-2;500;VEV_6500;0.0;0;0.0;0.0
-2;600;HYDROGEL_PACK;9978.178858038797;0;0.0;0.0
-2;600;VELVETFRUIT_EXTRACT;5262.44918836356;0;0.0;0.0
-2;600;VEV_4000;1259.9361012663817;0;0.0;0.0
-2;600;VEV_4500;761.0489235028751;0;0.0;0.0
-2;600;VEV_5000;265.7237056228268;0;0.0;0.0
-2;600;VEV_5100;176.6485085715398;0;0.0;0.0
-2;600;VEV_5200;97.80684143263245;0;0.0;0.0
-2;600;VEV_5300;49.66745925360437;0;0.0;0.0
-2;600;VEV_5400;16.54257441234087;0;0.0;0.0
-2;600;VEV_5500;6.620495599835755;0;0.0;0.0
-2;600;VEV_6000;0.0007768630097691408;0;0.0;0.0
-2;600;VEV_6500;0.0;0;0.0;0.0
-2;700;HYDROGEL_PACK;9980.112740823293;0;0.0;0.0
-2;700;VELVETFRUIT_EXTRACT;5262.591076844067;0;0.0;0.0
-2;700;VEV_4000;1260.806025666762;0;0.0;0.0
-2;700;VEV_4500;762.8395834403627;0;0.0;0.0
-2;700;VEV_5000;265.00289356144344;0;0.0;0.0
-2;700;VEV_5100;176.5978430988361;0;0.0;0.0
-2;700;VEV_5200;97.07418566710294;0;0.0;0.0
-2;700;VEV_5300;49.433207906747114;0;0.0;0.0
-2;700;VEV_5400;16.673517034741028;0;0.0;0.0
-2;700;VEV_5500;6.5287298947391035;0;0.0;0.0
-2;700;VEV_6000;0.0007588965284621187;0;0.0;0.0
-2;700;VEV_6500;0.0;0;0.0;0.0
-2;800;HYDROGEL_PACK;9979.270789905802;0;0.0;0.0
-2;800;VELVETFRUIT_EXTRACT;5262.585050530224;0;0.0;0.0
-2;800;VEV_4000;1259.2094918369257;0;0.0;0.0
-2;800;VEV_4500;764.4470696457626;0;0.0;0.0
-2;800;VEV_5000;263.34619168628586;0;0.0;0.0
-2;800;VEV_5100;175.21598648775097;0;0.0;0.0
-2;800;VEV_5200;97.62510415413715;0;0.0;0.0
-2;800;VEV_5300;49.50468644468252;0;0.0;0.0
-2;800;VEV_5400;16.914976951470642;0;0.0;0.0
-2;800;VEV_5500;6.646352022942419;0;0.0;0.0
-2;800;VEV_6000;0.0007665519743080807;0;0.0;0.0
-2;800;VEV_6500;0.0;0;0.0;0.0
-2;900;HYDROGEL_PACK;9982.609895567171;0;0.0;0.0
-2;900;VELVETFRUIT_EXTRACT;5263.981887201557;0;0.0;0.0
-2;900;VEV_4000;1259.4990737058047;0;0.0;0.0
-2;900;VEV_4500;763.7157942002517;0;0.0;0.0
-2;900;VEV_5000;263.595296225212;0;0.0;0.0
-2;900;VEV_5100;174.235431418975;0;0.0;0.0
-2;900;VEV_5200;97.38884520323128;0;0.0;0.0
-2;900;VEV_5300;49.88781999003728;0;0.0;0.0
-2;900;VEV_5400;16.858119816535776;0;0.0;0.0
-2;900;VEV_5500;6.588578161834438;0;0.0;0.0
-2;900;VEV_6000;0.0007766552817829245;0;0.0;0.0
-2;900;VEV_6500;0.0;0;0.0;0.0
-2;1000;HYDROGEL_PACK;9981.687754060795;0;0.0;0.0
-2;1000;VELVETFRUIT_EXTRACT;5264.020928077959;0;0.0;0.0
-2;1000;VEV_4000;1258.6119560302375;0;0.0;0.0
-2;1000;VEV_4500;762.919517191191;0;0.0;0.0
-2;1000;VEV_5000;263.9023174316888;0;0.0;0.0
-2;1000;VEV_5100;175.26757452762496;0;0.0;0.0
-2;1000;VEV_5200;98.60727866222493;0;0.0;0.0
-2;1000;VEV_5300;50.04773150514083;0;0.0;0.0
-2;1000;VEV_5400;16.596044318620347;0;0.0;0.0
-2;1000;VEV_5500;6.540381024209621;0;0.0;0.0
-2;1000;VEV_6000;0.0007796321935331743;0;0.0;0.0
-2;1000;VEV_6500;0.0;0;0.0;0.0
-2;1100;HYDROGEL_PACK;9979.40180188531;0;0.0;0.0
-2;1100;VELVETFRUIT_EXTRACT;5265.231448185343;0;0.0;0.0
-2;1100;VEV_4000;1258.2866940835156;0;0.0;0.0
-2;1100;VEV_4500;763.9975873427777;0;0.0;0.0
-2;1100;VEV_5000;265.0134908536626;0;0.0;0.0
-2;1100;VEV_5100;175.25039225743836;0;0.0;0.0
-2;1100;VEV_5200;98.40236636393924;0;0.0;0.0
-2;1100;VEV_5300;50.3005562923074;0;0.0;0.0
-2;1100;VEV_5400;16.41789133432944;0;0.0;0.0
-2;1100;VEV_5500;6.589209573190133;0;0.0;0.0
-2;1100;VEV_6000;0.0007693500641658733;0;0.0;0.0
-2;1100;VEV_6500;0.0;0;0.0;0.0
-2;1200;HYDROGEL_PACK;9978.24058759637;2;-19942.0;14.48117519274092
-2;1200;VELVETFRUIT_EXTRACT;5266.664965823859;0;0.0;0.0
-2;1200;VEV_4000;1258.3798526756132;0;0.0;0.0
-2;1200;VEV_4500;764.7578211423701;0;0.0;0.0
-2;1200;VEV_5000;263.9234449393462;0;0.0;0.0
-2;1200;VEV_5100;175.40531547313904;0;0.0;0.0
-2;1200;VEV_5200;97.50635251735767;0;0.0;0.0
-2;1200;VEV_5300;50.58661046053524;0;0.0;0.0
-2;1200;VEV_5400;16.4215235820033;0;0.0;0.0
-2;1200;VEV_5500;6.5373629189276885;0;0.0;0.0
-2;1200;VEV_6000;0.0007962374533735134;0;0.0;0.0
-2;1200;VEV_6500;0.0;0;0.0;0.0
-2;1300;HYDROGEL_PACK;9978.164626165073;2;-19942.0;14.329252330146119
-2;1300;VELVETFRUIT_EXTRACT;5267.269730382086;0;0.0;0.0
-2;1300;VEV_4000;1258.1102118505416;0;0.0;0.0
-2;1300;VEV_4500;765.2251019776681;0;0.0;0.0
-2;1300;VEV_5000;263.097639611506;0;0.0;0.0
-2;1300;VEV_5100;175.88988419705288;0;0.0;0.0
-2;1300;VEV_5200;97.06122132030148;0;0.0;0.0
-2;1300;VEV_5300;50.77437185834359;0;0.0;0.0
-2;1300;VEV_5400;16.419976392332522;0;0.0;0.0
-2;1300;VEV_5500;6.417767906693371;0;0.0;0.0
-2;1300;VEV_6000;0.000787730103498627;0;0.0;0.0
-2;1300;VEV_6500;0.0;0;0.0;0.0
-2;1400;HYDROGEL_PACK;9975.792941344154;2;-19942.0;9.58588268830863
-2;1400;VELVETFRUIT_EXTRACT;5266.439087455781;0;0.0;0.0
-2;1400;VEV_4000;1256.8195164087008;0;0.0;0.0
-2;1400;VEV_4500;764.6646495865823;0;0.0;0.0
-2;1400;VEV_5000;263.7302371733181;0;0.0;0.0
-2;1400;VEV_5100;175.00572159242492;0;0.0;0.0
-2;1400;VEV_5200;97.32279323095415;0;0.0;0.0
-2;1400;VEV_5300;50.66521755791703;0;0.0;0.0
-2;1400;VEV_5400;16.561704956334804;0;0.0;0.0
-2;1400;VEV_5500;6.377676433447971;0;0.0;0.0
-2;1400;VEV_6000;0.0007835385200651661;0;0.0;0.0
-2;1400;VEV_6500;0.0;0;0.0;0.0
-2;1500;HYDROGEL_PACK;9973.229329491473;2;-19942.0;4.458658982945053
-2;1500;VELVETFRUIT_EXTRACT;5266.148909962766;0;0.0;0.0
-2;1500;VEV_4000;1257.0673225418814;0;0.0;0.0
-2;1500;VEV_4500;766.256941853494;0;0.0;0.0
-2;1500;VEV_5000;264.139675355045;0;0.0;0.0
-2;1500;VEV_5100;175.26040419499856;0;0.0;0.0
-2;1500;VEV_5200;97.63826994090873;0;0.0;0.0
-2;1500;VEV_5300;50.68513354687948;0;0.0;0.0
-2;1500;VEV_5400;16.611725520577796;0;0.0;0.0
-2;1500;VEV_5500;6.4485342626022355;0;0.0;0.0
-2;1500;VEV_6000;0.0007341871683645831;0;0.0;0.0
-2;1500;VEV_6500;0.0;0;0.0;0.0
-2;1600;HYDROGEL_PACK;9972.722500182319;2;-19942.0;3.4450003646379628
-2;1600;VELVETFRUIT_EXTRACT;5267.462384442299;0;0.0;0.0
-2;1600;VEV_4000;1256.0674644235985;0;0.0;0.0
-2;1600;VEV_4500;766.0136629256249;0;0.0;0.0
-2;1600;VEV_5000;265.6894852394453;0;0.0;0.0
-2;1600;VEV_5100;175.82978826965962;0;0.0;0.0
-2;1600;VEV_5200;98.06658635030492;0;0.0;0.0
-2;1600;VEV_5300;51.11163158273174;0;0.0;0.0
