day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-2;0;HYDROGEL_PACK;9971;15;9969;21;;;9987;15;9990;21;;;9979.0;0.0
-2;0;VELVETFRUIT_EXTRACT;5259;32;;;;;5265;55;;;;;5262.0;0.0
-2;0;VEV_4000;1252;15;1249;28;;;1273;15;1276;28;;;1262.5;0.0
-2;0;VEV_4500;754;12;752;12;;;770;12;772;12;;;762.0;0.0
-2;0;VEV_5000;263;11;262;15;;;269;8;270;25;;;266.0;0.0
-2;0;VEV_5100;173;12;;;;;177;9;178;23;;;175.0;0.0
-2;0;VEV_5200;100;31;99;24;;;103;20;;;;;101.5;0.0
-2;0;VEV_5300;;;;;;;51;20;;;;;51.0;0.0
-2;0;VEV_5400;15;27;;;;;;;;;;;15.0;0.0
-2;0;VEV_5500;6;20;;;;;7;25;;;;;6.5;0.0
-2;0;VEV_6000;0;25;;;;;1;25;;;;;0.5;0.0
-2;0;VEV_6500;0;10;;;;;1;10;;;;;0.5;0.0
-2;100;HYDROGEL_PACK;9970;15;9968;30;;;9986;15;9989;30;;;9978.0;0.0
-2;100;VELVETFRUIT_EXTRACT;5260;56;;;;;5265;24;5266;41;;;5262.5;0.0
-2;100;VEV_4000;1253;12;1250;15;;;1274;12;1276;15;;;1263.5;0.0
-2;100;VEV_4500;752;12;751;21;;;769;8;771;21;;;760.5;0.0
-2;100;VEV_5000;261;18;260;15;;;267;6;268;13;;;264.0;0.0
-2;100;VEV_5100;173;6;172;12;;;178;31;;;;;175.5;0.0
-2;100;VEV_5200;100;31;99;21;;;;;;;;;100.0;0.0
-2;100;VEV_5300;49;10;;;;;51;25;;;;;50.0;0.0
-2;100;VEV_5400;15;17;;;;;;;;;;;15.0;0.0
-2;100;VEV_5500;6;15;;;;;7;22;;;;;6.5;0.0
-2;100;VEV_6000;0;20;;;;;1;20;;;;;0.5;0.0
-2;100;VEV_6500;0;14;;;;;1;14;;;;;0.5;0.0
-2;200;HYDROGEL_PACK;9972;10;9969;27;;;9988;10;9990;27;;;9980.0;0.0
-2;200;VELVETFRUIT_EXTRACT;5261;31;5261;15;;;5267;17;;;;;5264.0;0.0
-2;200;VEV_4000;1254;15;1251;15;;;1275;15;1277;15;;;1264.5;0.0
-2;200;VEV_4500;752;9;750;16;;;768;9;770;16;;;760.0;0.0
-2;200;VEV_5000;264;8;;;;;270;12;271;19;;;267.0;0.0
-2;200;VEV_5100;174;12;173;15;;;178;21;;;;;176.0;0.0
