timestamp;buyer;seller;symbol;currency;price;quantity
100;BOT_TAKER;BOT_MAKER;VELVETFRUIT_EXTRACT;XIRECS;5266.0;7
200;BOT_MAKER;BOT_TAKER;VELVETFRUIT_EXTRACT;XIRECS;5260.0;4
200;BOT_TAKER;BOT_MAKER;VEV_4000;XIRECS;1272.0;2
400;BOT_TAKER;BOT_MAKER;VELVETFRUIT_EXTRACT;XIRECS;5264.0;3
400;BOT_TAKER;BOT_MAKER;VEV_4000;XIRECS;1272.0;2
600;BOT_MAKER;BOT_TAKER;HYDROGEL_PACK;XIRECS;9969.0;2
700;BOT_MAKER;BOT_TAKER;HYDROGEL_PACK;XIRECS;9972.0;4
700;BOT_TAKER;BOT_MAKER;VEV_5400;XIRECS;17.0;4
800;BOT_TAKER;BOT_MAKER;VELVETFRUIT_EXTRACT;XIRECS;5265.0;15
800;BOT_TAKER;BOT_MAKER;VEV_6000;XIRECS;1.0;2
900;BOT_MAKER;BOT_TAKER;HYDROGEL_PACK;XIRECS;9978.0;5
1000;BOT_TAKER;BOT_MAKER;HYDROGEL_PACK;XIRECS;9996.0;4
1000;BOT_TAKER;BOT_MAKER;VELVETFRUIT_EXTRACT;XIRECS;5265.0;10
1100;BOT_MAKER;BOT_TAKER;VELVETFRUIT_EXTRACT;XIRECS;5256.0;6
1100;BOT_MAKER;BOT_TAKER;VELVETFRUIT_EXTRACT;XIRECS;5256.0;5
1300;BOT_TAKER;BOT_MAKER;VELVETFRUIT_EXTRACT;XIRECS;5260.0;5
1400;BOT_TAKER;BOT_MAKER;HYDROGEL_PACK;XIRECS;10001.0;3
1400;BOT_TAKER;BOT_MAKER;VELVETFRUIT_EXTRACT;XIRECS;5261.0;5
1600;BOT_TAKER;BOT_MAKER;HYDROGEL_PACK;XIRECS;10002.0;4
1700;BOT_MAKER;BOT_TAKER;HYDROGEL_PACK;XIRECS;9989.0;4
1800;BOT_TAKER;BOT_MAKER;HYDROGEL_PACK;XIRECS;10006.0;3
1800;BOT_MAKER;BOT_TAKER;VEV_5500;XIRECS;6.0;5
1900;BOT_TAKER;BOT_MAKER;VELVETFRUIT_EXTRACT;XIRECS;5259.0;4
1900;BOT_TAKER;BOT_MAKER;VELVETFRUIT_EXTRACT;XIRECS;5259.0;15
1900;BOT_MAKER;BOT_TAKER;VEV_6000;XIRECS;0.0;2
2000;BOT_MAKER;BOT_TAKER;VELVETFRUIT_EXTRACT;XIRECS;5257.0;5
2100;BOT_TAKER;BOT_MAKER;HYDROGEL_PACK;XIRECS;10009.0;6
2100;BOT_TAKER;BOT_MAKER;VELVETFRUIT_EXTRACT;XIRECS;5263.0;8
2100;BOT_MAKER;BOT_TAKER;VEV_4000;XIRECS;1250.0;2
2200;BOT_TAKER;BOT_MAKER;HYDROGEL_PACK;XIRECS;10010.0;4
2200;BOT_MAKER;BOT_TAKER;VELVETFRUIT_EXTRACT;XIRECS;5258.0;3
2400;BOT_TAKER;BOT_MAKER;VELVETFRUIT_EXTRACT;XIRECS;5262.0;3
2500;BOT_MAKER;BOT_TAKER;VELVETFRUIT_EXTRACT;XIRECS;5255.0;7
2500;BOT_MAKER;BOT_TAKER;VEV_4000;XIRECS;1245.0;1
2600;BOT_TAKER;BOT_MAKER;VEV_6000;XIRECS;1.0;4
2700;BOT_TAKER;BOT_MAKER;VEV_5400;XIRECS;16.0;2
2700;BOT_TAKER;BOT_MAKER;VEV_6000;XIRECS;1.0;3
2800;BOT_TAKER;BOT_MAKER;HYDROGEL_PACK;XIRECS;10000.0;2
2800;BOT_TAKER;BOT_MAKER;VEV_4000;XIRECS;1269.0;3
2800;BOT_MAKER;BOT_TAKER;VEV_5500;XIRECS;6.0;4
2900;BOT_MAKER;BOT_TAKER;VEV_5500;XIRECS;6.0;3
