day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-2;0;HYDROGEL_PACK;9971;10;9969;23;;;9987;10;9990;23;;;9979.0;0.0
-2;0;VELVETFRUIT_EXTRACT;5260;21;5259;61;;;5265;53;;;;;5262.5;0.0
-2;0;VEV_4000;1252;14;1249;17;;;1273;14;1276;17;;;1262.5;0.0
-2;0;VEV_4500;753;8;752;19;;;772;19;;;;;762.5;0.0
-2;0;VEV_5000;263;11;262;21;;;269;11;270;20;;;266.0;0.0
-2;0;VEV_5100;172;23;;;;;177;11;178;20;;;174.5;0.0
-2;0;VEV_5200;;;;;;;102;24;;;;;102.0;0.0
-2;0;VEV_5300;49;29;;;;;;;;;;;49.0;0.0
-2;0;VEV_5400;15;25;;;;;16;19;17;18;;;15.5;0.0
-2;0;VEV_5500;6;16;;;;;7;27;;;;;6.5;0.0
-2;0;VEV_6000;0;27;;;;;1;27;;;;;0.5;0.0
-2;0;VEV_6500;0;20;;;;;1;20;;;;;0.5;0.0
-2;100;HYDROGEL_PACK;9968;10;9966;29;;;9984;10;9987;29;;;9976.0;0.0
-2;100;VELVETFRUIT_EXTRACT;5261;61;;;;;5267;54;;;;;5264.0;0.0
-2;100;VEV_4000;1252;14;1250;27;;;1274;14;1276;27;;;1263.0;0.0
-2;100;VEV_4500;755;6;753;19;;;771;6;773;19;;;763.0;0.0
-2;100;VEV_5000;263;6;;;;;269;12;270;23;;;266.0;0.0
-2;100;VEV_5100;172;21;;;;;177;31;;;;;174.5;0.0
-2;100;VEV_5200;100;26;99;26;;;102;23;;;;;101.0;0.0
-2;100;VEV_5300;49;19;;;;;51;28;;;;;50.0;0.0
-2;100;VEV_5400;;;;;;;16;7;17;26;;;16.0;0.0
-2;100;VEV_5500;6;22;;;;;7;22;;;;;6.5;0.0
-2;100;VEV_6000;0;17;;;;;1;17;;;;;0.5;0.0
-2;100;VEV_6500;0;17;;;;;1;17;;;;;0.5;0.0
-2;200;HYDROGEL_PACK;9966;13;9963;29;;;9982;13;9984;29;;;9974.0;0.0
-2;200;VELVETFRUIT_EXTRACT;5261;17;5260;61;;;5266;31;;;;;5263.5;0.0
-2;200;VEV_4000;1255;13;1253;15;;;1277;13;1279;15;;;1266.0;0.0
-2;200;VEV_4500;754;10;;;;;770;10;772;23;;;762.0;0.0
-2;200;VEV_5000;263;8;262;23;;;269;9;270;24;;;266.0;0.0
-2;200;VEV_5100;171;30;;;;;176;30;177;16;;;173.5;0.0
-2;200;VEV_5200;;;;;;;102;20;;;;;102.0;0.0
-2;200;VEV_5300;49;7;;;;;51;23;;;;;50.0;0.0
-2;200;VEV_5400;15;23;;;;;17;15;;;;;16.0;0.0
-2;200;VEV_5500;6;17;;;;;7;22;;;;;6.5;0.0
-2;200;VEV_6000;0;19;;;;;1;19;;;;;0.5;0.0
-2;200;VEV_6500;0;18;;;;;1;18;;;;;0.5;0.0
-2;300;HYDROGEL_PACK;9964;13;9962;27;;;9980;13;9983;27;;;9972.0;0.0
-2;300;VELVETFRUIT_EXTRACT;5260;17;5259;57;;;5264;17;5265;24;;;5262.0;0.0
-2;300;VEV_4000;1256;12;1254;24;;;1277;12;1280;24;;;1266.5;0.0
-2;300;VEV_4500;755;8;754;12;753;14;773;14;;;;;764.0;0.0
-2;300;VEV_5000;262;11;261;20;;;268;10;269;21;;;265.0;0.0
-2;300;VEV_5100;172;8;171;17;;;177;18;;;;;174.5;0.0
-2;300;VEV_5200;98;33;;;;;101;25;102;24;;;99.5;0.0
-2;300;VEV_5300;49;23;;;;;51;9;52;25;;;50.0;0.0
-2;300;VEV_5400;16;10;;;;;17;21;;;;;16.5;0.0
-2;300;VEV_5500;6;27;;;;;7;12;;;;;6.5;0.0
-2;300;VEV_6000;0;24;;;;;1;24;;;;;0.5;0.0
-2;300;VEV_6500;0;15;;;;;1;15;;;;;0.5;0.0
-2;400;HYDROGEL_PACK;9967;10;9964;26;;;9983;10;9985;26;;;9975.0;0.0
-2;400;VELVETFRUIT_EXTRACT;5258;32;;;;;5264;39;;;;;5261.0;0.0
-2;400;VEV_4000;1256;8;1253;29;;;1277;8;1279;29;;;1266.5;0.0
-2;400;VEV_4500;754;12;;;;;770;12;772;12;;;762.0;0.0
-2;400;VEV_5000;262;9;261;14;;;268;9;269;13;;;265.0;0.0
-2;400;VEV_5100;172;12;;;;;176;27;177;16;;;174.0;0.0
