session_id,day,total_pnl,HYDROGEL_PACK_pnl,VELVETFRUIT_EXTRACT_pnl,VEV_4000_pnl,VEV_4500_pnl,VEV_5000_pnl,VEV_5100_pnl,VEV_5200_pnl,VEV_5300_pnl,total_slope_per_step,total_r2,HYDROGEL_PACK_slope_per_step,HYDROGEL_PACK_r2,VELVETFRUIT_EXTRACT_slope_per_step,VELVETFRUIT_EXTRACT_r2,VEV_4000_slope_per_step,VEV_4000_r2,VEV_4500_slope_per_step,VEV_4500_r2,VEV_5000_slope_per_step,VEV_5000_r2,VEV_5100_slope_per_step,VEV_5100_r2,VEV_5200_slope_per_step,VEV_5200_r2,VEV_5300_slope_per_step,VEV_5300_r2
0,-2,25041.891703421898,-12413.841052786447,8271.187913669564,784.7988861427957,1406.488783653006,882.7020089055732,21133.602359213568,263.3903294523743,4713.562475171466,3.484401422868139,0.7219350279030061,-0.18006260636398025,0.05283035865949801,1.3027808188109253,0.6854558590412095,0.06330044403503968,0.6753931838927139,0.2095096206912351,0.8924216147678653,0.024719209922794135,0.00042450360922140446,2.0099144052346323,0.882298742819037,-0.602074244010762,0.3496729419962858,0.6563137745482677,0.6181195782571759
1,-1,-32898.37771268554,667.9539306867518,-5649.002923717955,1095.3832609567835,994.5781998699945,-33183.4524859754,-6323.872843806159,3161.708456467426,6338.326692833014,-3.162218971892221,0.7378804865182692,0.18514817398342037,0.4724282338616036,-0.4805241494800727,0.13088077984009922,0.09811221740764102,0.5610231210396536,0.09207785295075717,0.9741324853266051,-2.704337849052673,0.8420960607484295,-0.9762930365604916,0.5299771175479875,0.018618335215352153,0.00030056001727502924,0.6049794836438108,0.30519024041587867
2,-2,22733.782863535715,18141.89212612342,9854.908224200015,481.0391815364419,2197.4206171539026,-9130.371020267867,-14198.55988365147,1845.6113620850501,13541.84225635622,0.9042426353692558,0.09632627590354531,1.8712578530242854,0.8491337271277993,0.8860531031411765,0.6292617153221173,-0.00888677428686568,0.0026688711609759216,0.17709495820752563,0.5774913064082955,-1.6228830662075802,0.6245756131389735,-1.4194371549868559,0.48749598960289503,-0.4004406368101157,0.18331606129078237,1.4214843532877064,0.917251264658751
3,-1,10296.0066927475,3837.635265472345,-8571.062660827709,1988.8898458733456,618.4015290001967,5112.739869252779,-7056.119587568399,3922.8088321033174,10442.713599441624,0.773346421296123,0.0887803707932101,0.5667650843022836,0.2930965614027015,-0.885943135759269,0.4139875473840844,0.13785243055145402,0.6947997075971265,0.061347061128832585,0.5630547939959416,-0.20927061825482499,0.02037449666161255,-0.32337230339646356,0.13738996367937326,0.4312919300360477,0.20304918817066422,0.994675972688037,0.8735554657106722
4,-2,25944.99132139568,13626.89013800773,-3767.984995982377,850.1688964127025,706.7631756032406,15152.703510585008,17572.950752959798,-9826.886905852582,-8369.613250337843,3.9494711031598597,0.6749438493038513,1.5965958706058012,0.7934972827073413,0.27935513848430277,0.11904726130892868,-0.0036371749806682154,0.0020826292606823363,0.051342206571051305,0.812291469536865,1.749118439726346,0.6106676423975912,1.9888931053977603,0.9240917811539304,-1.130896624040568,0.5184989459886503,-0.5812998586041759,0.616666606553522
5,-1,15679.751619689076,5880.456969662686,-2236.2625632329145,875.0053124021229,1865.7848322244845,12351.215210125381,-12746.091091908402,5208.829750048442,4480.8132003672745,2.2260046430046723,0.5529718060534959,0.5761966470418733,0.3106494908039917,-0.32483079651360414,0.08166143430194502,0.10238985912377532,0.8366499898926552,0.1580860990893449,0.5521295733275354,1.3618365954217797,0.7734513785569774,-1.4419700235953385,0.779170925461953,1.1703432794273088,0.5378207271257174,0.6239529830095462,0.6182457232456788
6,-2,-43538.655619808,-6378.617422288284,2149.237828475423,2145.246619065896,1033.6752215028373,-12701.586138108301,-17628.899064447505,-8023.5481265309445,-4134.164537477125,-6.958770897102009,0.9525776859663637,-1.0191720571803924,0.4679759993499552,-0.12476775339291953,0.010991740309446362,0.21392222631904675,0.8633853944864648,0.08852536637852679,0.9035581668400372,-1.66667920260313,0.7161263614464478,-3.0826895877637233,0.8969661310549064,-1.3930042017496078,0.7273107926870336,0.025094312890176027,0.00452435722421265
7,-1,3196.5975564343535,6983.985158353054,6485.416164746508,2185.3527203514227,1276.4165002113464,-16590.746811129065,4129.15804030433,-3016.92063116188,1743.9364147586384,0.3924992752003689,0.06473946972937406,0.6910794464990702,0.9247540904152699,1.1391289603211092,0.7258537323335915,0.259767979241515,0.9536737638073607,0.15382084809220575,0.890942778810567,-2.095733412392602,0.7996506082874875,-0.23857938809881085,0.03840177975162118,0.07145561624363636,0.015190967480721594,0.4115592252942773,0.42828106832262064
8,-2,-20523.267742108183,-7948.7106228199555,-14592.812991412822,1607.4441478711306,18.265939076070936,8746.432867559495,-5885.386572065381,-4658.120332768034,2189.6198224513137,-1.8283304363946788,0.5076694855497637,-0.7548901526782656,0.5703551685840581,-1.4316708806872767,0.8511619343650084,0.1469141497857064,0.5514871089392699,0.05480294831998367,0.545849303938436,1.029632836235102,0.4555471831753729,-0.4802626812384237,0.23549730026921986,-0.883059719868932,0.36903568208324217,0.4902030637374128,0.8562133166057021
9,-1,-26141.620761106962,1678.297302543593,-4142.524723610608,145.3728150674724,791.8174281299489,-18609.506227585516,-379.32936083989625,-9284.892369691155,3659.1443748791953,-3.4894844142772294,0.825891686095802,0.20230787098909672,0.1641784560709563,-0.6177428110201819,0.4781042507605072,0.1424486072051522,0.6116496681383591,0.051323432413058985,0.5648538438203268,-2.6385875934607927,0.842043902470833,-0.2809161375439786,0.07308191246884706,-1.0281403153599022,0.8003932990220846,0.6798225325003383,0.4038212039901984
10,-2,5883.907471750781,23284.10655119689,7413.30851857597,-4201.494301413331,378.37522223796987,8250.256311750774,-17925.712444683468,-11957.043392966318,642.1110070522918,0.7241006652527943,0.16935733206507253,2.527696678071816,0.9628239185990235,1.0136593148253905,0.543307184194013,-0.47254126453126755,0.7197454451643345,0.049139756757437446,0.4546189936675499,1.74222619948994,0.7343052122658964,-1.9857452233350803,0.7184442950028815,-2.138381268158772,0.7985570234557726,-0.01195352786672428,0.0008125580296977779
11,-1,31432.55020775326,9337.294236042828,-5004.446705406881,2201.367946749291,1912.3887463108604,-6210.322401443998,16395.12640999703,14459.794872471139,-1658.6528969670098,3.4156145257622574,0.6170452282022314,0.5559747681475726,0.7125598906391537,-1.1113686536571044,0.44161843417924895,0.2093909364340615,0.9250885186041137,0.20238780863495215,0.7207378550406977,0.017253763645125736,0.00015959155504632408,1.6464718758866903,0.6481312557463083,1.9969469890423774,0.920605671711206,-0.10144296237150002,0.030690709391740685
12,-2,7983.601778887585,27963.264343035757,-19799.86531281646,1985.742771853611,1285.727410095591,-2920.4382763040558,-5064.775975337645,7143.367960668966,-2609.4211423081797,1.8909488324509023,0.4873785714999256,3.2027866141866426,0.9179556331564861,-1.9025468230200113,0.8350972645637981,0.25349127790234777,0.9320171013488248,0.1427587227346612,0.813271326131506,-0.6816222390865642,0.5449310426590388,0.12789422213587703,0.010171537793067478,1.060429299277493,0.7406428511122648,-0.31224224167953807,0.1658027549148241
13,-1,-46935.76988175391,-15003.906389424345,-22586.318464109907,-100.78203238594028,1467.3421170788615,1149.3857729751544,-1640.1168753652091,-12858.900495955379,2637.5264854328507,-5.375178246231797,0.7810015809856711,-2.3298082655008487,0.9140963170534802,-2.5002882453626754,0.8639226551509822,-0.026561351258745255,0.18208041173569778,0.14229279944157422,0.8826772636712086,0.016319851907793018,0.0002865621546214511,0.3517825955723832,0.11744324717607509,-1.4237722332325946,0.7827220811654776,0.39485660220126023,0.28159813433755143
14,-2,-25883.290780192794,10728.144688738423,-2501.8299911892973,-293.0308964085416,1561.1353609226571,-9668.835756131415,-15007.304327770937,-11922.850679032646,1221.280820678965,-3.0001621583318063,0.6408212622177096,1.0084354228609542,0.8720369612450465,-0.5875563824478608,0.45674000361358774,-0.05139230157975121,0.10156531026495902,0.13196760137753086,0.9165561954664343,-0.28321812655478285,0.05356866519768418,-1.8551690173766553,0.7757341564826782,-1.695482596299188,0.7069178047871602,0.33225324168793263,0.43114654699754157
